"実行日時: 2026-08-03 19:51:30"

"検索条件"
"集計単位: 商品別"
"集計期間: 月ごとに集計 2026-07 - 2026-07"
"■■■■■商品・キーワードCPCを設定される際にはここから上は行ごと削除してください■■■■■"
"コントロールカラム","日付","商品ページURL","商品管理番号","入札単価","CTR(%)","商品CPC","クリック数(合計)","実績額(合計)","CPC実績(合計)","クリック数(新規)","実績額(新規)","CPC実績(新規)","クリック数(既存)","実績額(既存)","CPC実績(既存)","売上金額(合計12時間)","売上件数(合計12時間)","CVR(合計12時間)(%)","ROAS(合計12時間)(%)","注文獲得単価(合計12時間)","売上金額(合計720時間)","売上件数(合計720時間)","CVR(合計720時間)(%)","ROAS(合計720時間)(%)","注文獲得単価(合計720時間)","売上金額(新規12時間)","売上件数(新規12時間)","CVR(新規12時間)(%)","ROAS(新規12時間)(%)","注文獲得単価(新規12時間)","売上金額(新規720時間)","売上件数(新規720時間)","CVR(新規720時間)(%)","ROAS(新規720時間)(%)","注文獲得単価(新規720時間)","売上金額(既存12時間)","売上件数(既存12時間)","CVR(既存12時間)(%)","ROAS(既存12時間)(%)","注文獲得単価(既存12時間)","売上金額(既存720時間)","売上件数(既存720時間)","CVR(既存720時間)(%)","ROAS(既存720時間)(%)","注文獲得単価(既存720時間)"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00xtzzlei/","b00xtzzlei","20","1.34","","34","680","20","34","680","20","0","0","0","10680","4","11.76","1570.58","170","10680","4","11.76","1570.58","170","10680","4","11.76","1570.58","170","10680","4","11.76","1570.58","170","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00xj3iark/","b00xj3iark","20","1.39","","20","400","20","20","400","20","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","-","b00w3axkse","20","3.75","","3","60","20","3","60","20","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","商品情報が取得できませんでした"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00u2eyim0/","b00u2eyim0","27","1.09","","16","426","27","16","426","27","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00noxldh4/","b00noxldh4","20","0.30","","5","60","12","5","60","12","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00mvnscw2-3/","b00mvnscw2-3","20","0.02","","22","383","18","22","383","18","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00layzmas-1/","b00layzmas-1","20","0.04","","18","200","12","14","160","12","4","40","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00jrnlz1o/","b00jrnlz1o","20","0.00","","1","10","10","1","10","10","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00j7kii1m-6/","b00j7kii1m-6","24","0.02","","27","537","20","27","537","20","0","0","0","3980","1","3.70","741.15","537","3980","1","3.70","741.15","537","3980","1","3.70","741.15","537","3980","1","3.70","741.15","537","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00bes4t40/","b00bes4t40","20","0.08","","7","70","10","6","60","10","1","10","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00bes4sdw/","b00bes4sdw","20","0.05","","1","10","10","1","10","10","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00b4mi244-5/","b00b4mi244-5","20","0.01","","4","63","16","4","63","16","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00b4mi244-4/","b00b4mi244-4","20","0.01","","2","40","20","2","40","20","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00b4mi244-3/","b00b4mi244-3","20","0.00","","4","45","12","4","45","12","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00b4mi244-2/","b00b4mi244-2","20","0.00","","1","10","10","1","10","10","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b00b4mi244/","b00b4mi244","20","0.00","","3","60","20","3","60","20","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b009ki64xk/","b009ki64xk","20","0.04","","4","80","20","4","80","20","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b009ki3dfm/","b009ki3dfm","20","0.04","","8","100","13","8","100","13","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b009khwmdm/","b009khwmdm","20","0.03","","5","60","12","5","60","12","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","-","b0070at8ss-1","24","1.08","","4","88","22","4","88","22","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","商品情報が取得できませんでした"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b003m76vj2/","b003m76vj2","20","0.04","","35","630","18","35","630","18","0","0","0","8260","4","11.42","1311.11","158","8260","4","11.42","1311.11","158","8260","4","11.42","1311.11","158","8260","4","11.42","1311.11","158","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b001v7wmlg/","b001v7wmlg","20","0.00","","1","20","20","1","20","20","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b001ai51n2-2/","b001ai51n2-2","20","0.08","","4","70","18","4","70","18","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b0018b5c30/","b0018b5c30","20","0.00","","85","860","11","83","840","11","2","20","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/b000vicipq/","b000vicipq","20","0.01","","22","390","18","22","390","18","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/4903301186427-3/","4903301186427-3","20","1.98","","6","100","17","6","100","17","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/4901609017221/","4901609017221","20","0.00","","23","230","10","21","210","10","2","20","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/4562201211907/","4562201211907","20","0.04","","2","23","12","2","23","12","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年07月","https://item.rakuten.co.jp/momizistore/4513574020337/","4513574020337","20","0.00","","3","40","14","3","40","14","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
